Node Number,X Location (mm),Y Location (mm),Z Location (mm),Total Deformation (mm)
1607,24.883,-320.76,129.72,0.0033592
1608,24.883,-312.76,147.98,0.0033399
1609,24.883,-303.71,165.75,0.0033224
1610,24.883,-293.66,182.98,0.0033042
1611,24.883,-282.63,199.59,0.003286
1612,24.883,-270.66,215.54,0.0032686
1613,24.883,-257.79,230.78,0.0032513
1614,24.883,-244.07,245.25,0.0032321
1615,24.883,-229.54,258.9,0.0032135
1616,24.883,-214.24,271.69,0.0031997
1617,24.883,-198.23,283.59,0.0031901
1618,24.883,-181.56,294.53,0.0031834
1619,24.883,-164.29,304.51,0.0031833
1620,24.883,-146.48,313.47,0.0031899
1621,24.883,-128.17,321.38,0.0031997
1622,24.883,-109.45,328.23,0.0032132
1623,24.883,-90.354,333.99,0.003232
1624,24.883,-70.962,338.65,0.0032508
1625,24.883,-51.334,342.17,0.0032684
1626,24.883,-31.535,344.56,0.0032859
1627,24.883,-11.632,345.8,0.003304
1628,24.883,8.3095,345.9,0.003322
1629,24.883,28.224,344.85,0.0033398
1630,24.883,48.044,342.65,0.0033589
1631,24.883,67.705,339.31,0.003379
1632,24.883,87.141,334.85,0.003398
1633,24.883,106.29,329.27,0.0034154
1634,24.883,125.08,322.6,0.0034269
1635,24.883,143.46,314.86,0.0034352
1636,24.883,161.36,306.07,0.0034414
1637,24.883,178.73,296.27,0.0034427
1638,24.883,195.5,285.48,0.0034375
1639,24.883,211.62,273.74,0.0034295
1640,24.883,227.04,261.09,0.0034201
1641,24.883,241.7,247.58,0.0034041
1642,24.883,255.57,233.24,0.0033857
1643,24.883,268.58,218.13,0.0033659
1644,24.883,280.7,202.3,0.0033464
1645,24.883,291.89,185.79,0.0033282
1646,24.883,302.11,168.66,0.0033106
1647,24.883,311.32,150.98,0.0032924
1648,24.883,319.5,132.79,0.0032747
1649,24.883,326.62,114.16,0.0032572
1650,24.883,332.66,95.157,0.003239
1651,24.883,337.59,75.834,0.0032197
1652,24.883,341.4,56.259,0.0032042
1653,24.883,344.07,36.497,0.0031933
1654,24.883,345.6,16.614,0.003186
1655,24.883,345.98,-3.3241,0.0031837
1656,24.883,345.22,-23.251,0.0031879
1657,24.883,343.3,-43.101,0.0031965
1658,24.883,340.25,-62.808,0.0032094
1659,24.883,336.07,-82.307,0.0032263
1660,24.883,330.77,-101.53,0.0032454
1661,24.883,324.37,-120.42,0.0032633
1662,24.883,316.89,-138.91,0.0032807
1663,24.883,308.36,-156.93,0.0032987
1664,24.883,298.81,-174.44,0.0033168
1665,24.883,288.26,-191.36,0.0033344
1666,24.883,276.76,-207.65,0.0033529
1667,24.883,264.34,-223.25,0.0033726
1668,24.883,251.04,-238.11,0.0033922
1669,24.883,236.9,-252.18,0.0034103
1670,24.883,221.98,-265.41,0.0034243
1671,24.883,206.32,-277.76,0.0034334
1672,24.883,189.98,-289.18,0.00344
53917,487.39,-722.46,1590.7,0.024266
53918,487.39,-704.21,1598.9,0.023884
53919,487.39,-685.87,1606.8,0.02347
53920,487.39,-574,1650.1,0.020409
53921,487.39,-555.08,1656.6,0.019834
53922,487.39,-536.08,1662.8,0.019247
53923,487.39,-362.27,1709.1,0.013329
53924,487.39,-342.68,1713.2,0.012567
53925,487.39,-323.05,1717,0.011784
53926,487.39,-204.48,1735.1,0.0068424
53927,487.39,-184.61,1737.3,0.0060649
53928,487.39,-124.86,1742.6,0.0043494
53929,487.39,-44.984,1746.5,0.0052528
53930,487.39,34.989,1746.8,0.008735
53931,487.39,114.89,1743.3,0.012769
53932,487.39,174.67,1738.4,0.015767
53933,487.39,194.55,1736.2,0.016744
53934,487.39,214.41,1733.9,0.017699
53935,487.39,273.8,1725.5,0.020388
53936,487.39,332.87,1715.1,0.022779
53937,487.39,352.48,1711.2,0.023504
53938,487.39,545.59,1659.7,0.028664
53939,487.39,564.55,1653.4,0.029001
53940,487.39,695.05,1602.9,0.030672
53941,487.39,713.35,1594.8,0.03082
53942,487.39,767.68,1569.4,0.031177
53943,487.39,838.69,1532.6,0.031423
53944,487.39,907.95,1492.6,0.031425
53945,487.39,975.31,1449.5,0.03118
53946,487.39,1024.5,1415.2,0.030825
53947,487.39,1040.6,1403.4,0.030679
53948,487.39,1149.6,1315.6,0.029004
53949,487.39,1164.6,1302.4,0.028665
53950,487.39,1305.7,1160.8,0.023505
53951,487.39,1318.9,1145.8,0.022779
53952,487.39,1357.4,1099.9,0.020387
53953,487.39,1406.4,1036.6,0.016748
53954,487.39,1418.1,1020.4,0.015772
53955,487.39,1535,834.31,0.0052533
53956,487.39,1596.9,708.78,0.006066
53957,487.39,1604.9,690.46,0.0068441
53958,487.39,1648.5,578.72,0.011789
53959,487.39,1655,559.81,0.012572
53960,487.39,1661.3,540.84,0.013333
53961,487.39,1708.1,367.15,0.019247
53962,487.39,1712.2,347.58,0.019833
53963,487.39,1716,327.96,0.020407
53964,487.39,1734.5,209.44,0.023462
53965,487.39,1736.8,189.58,0.023877
53966,487.39,1738.8,169.69,0.024259
53967,487.39,1746.4,49.981,0.025749
53968,487.39,1746.4,-49.981,0.025751
53969,487.39,1738.8,-169.69,0.024267
53970,487.39,1736.8,-189.58,0.023885
53971,487.39,1734.5,-209.44,0.02347
53972,487.39,1716,-327.96,0.020409
53973,487.39,1712.2,-347.58,0.019834
53974,487.39,1708.1,-367.15,0.019247
53975,487.39,1661.3,-540.84,0.01333
53976,487.39,1655,-559.81,0.012569
53977,487.39,1648.5,-578.72,0.011786
53978,487.39,1604.9,-690.46,0.0068432
53979,487.39,1596.9,-708.78,0.0060664
53980,487.39,1535,-834.31,0.005253
53981,487.39,1418.1,-1020.4,0.015779
53982,487.39,1406.4,-1036.6,0.016756
53983,487.39,1357.4,-1099.9,0.020398
53984,487.39,1318.9,-1145.8,0.022784
53985,487.39,1305.7,-1160.8,0.023507
53986,487.39,1164.6,-1302.4,0.028663
53987,487.39,1149.6,-1315.6,0.029
53988,487.39,1040.6,-1403.4,0.030674
53989,487.39,1024.5,-1415.2,0.030822
53990,487.39,975.31,-1449.5,0.031179
53991,487.39,907.95,-1492.6,0.031423
53992,487.39,838.69,-1532.6,0.031424
53993,487.39,767.68,-1569.4,0.03118
53994,487.39,713.35,-1594.8,0.030827
53995,487.39,695.05,-1602.9,0.03068
53996,487.39,564.55,-1653.4,0.029004
53997,487.39,545.59,-1659.7,0.028667
53998,487.39,352.48,-1711.2,0.023515
53999,487.39,332.87,-1715.1,0.02279
54000,487.39,273.8,-1725.5,0.020396
54001,487.39,214.41,-1733.9,0.017708
54002,487.39,194.55,-1736.2,0.016753
54003,487.39,174.67,-1738.4,0.015775
54004,487.39,114.89,-1743.3,0.012773
54005,487.39,34.989,-1746.8,0.008737
54006,487.39,-44.984,-1746.5,0.0052532
54007,487.39,-124.86,-1742.6,0.0043511
54008,487.39,-184.61,-1737.3,0.0060662
54009,487.39,-204.48,-1735.1,0.0068436
54010,487.39,-323.05,-1717,0.011784
54011,487.39,-342.68,-1713.2,0.012566
54012,487.39,-362.27,-1709.1,0.013326
54013,487.39,-536.08,-1662.8,0.019238
54014,487.39,-555.08,-1656.6,0.019825
54015,487.39,-685.87,-1606.8,0.023458
54016,487.39,-704.21,-1598.9,0.023873
54017,487.39,-722.46,-1590.7,0.024256
54018,487.39,-916.48,-1487.4,0.025751
54019,487.39,-1032.6,-1409.3,0.023888
54020,487.39,-1048.6,-1397.4,0.023473
54021,487.39,-1142,-1322.2,0.020412
54022,487.39,-1157.1,-1309,0.019837
54023,487.39,-1172,-1295.7,0.019251
54024,487.39,-1299,-1168.3,0.013336
54025,487.39,-1312.3,-1153.4,0.012574
54026,487.39,-1325.4,-1138.3,0.011791
54027,487.39,-1400.4,-1044.6,0.0068489
54028,487.39,-1412.3,-1028.5,0.0060715
54029,487.39,-1446.7,-979.45,0.0043532
54030,487.39,-1490,-912.22,0.0052463
54031,487.39,-1530.2,-843.08,0.0087266
54032,487.39,-1567.2,-772.16,0.012762
54033,487.39,-1592.8,-717.91,0.015763
54034,487.39,-1600.9,-699.63,0.016741
54035,487.39,-1631.2,-625.64,0.020383
54036,487.39,-1651.8,-569.27,0.022776
54037,487.39,-1658.2,-550.33,0.023501
54038,487.39,-1710.2,-357.37,0.028658
54039,487.39,-1714.1,-337.78,0.028998
54040,487.39,-1717.9,-318.14,0.029306
54041,487.39,-1724.7,-278.74,0.029856
54042,487.39,-1735.7,-199.52,0.030674
54043,487.39,-1737.8,-179.64,0.030822
54044,487.39,-1743,-119.88,0.031178
54045,487.39,-1746.6,-39.987,0.031421
54046,487.39,-1746.6,39.987,0.031422
54047,487.39,-1743,119.88,0.03118
54048,487.39,-1737.8,179.64,0.030826
54049,487.39,-1735.7,199.52,0.030679
54050,487.39,-1724.7,278.74,0.029863
54051,487.39,-1717.9,318.14,0.029312
54052,487.39,-1714.1,337.78,0.029004
54053,487.39,-1710.2,357.37,0.028665
54054,487.39,-1658.2,550.33,0.02351
54055,487.39,-1651.8,569.27,0.022784
54056,487.39,-1631.2,625.64,0.020388
54057,487.39,-1600.9,699.63,0.016745
54058,487.39,-1592.8,717.91,0.015769
54059,487.39,-1567.2,772.16,0.012773
54060,487.39,-1530.2,843.08,0.0087366
54061,487.39,-1490,912.22,0.005256
54062,487.39,-1446.7,979.45,0.0043469
54063,487.39,-1412.3,1028.5,0.0060581
54064,487.39,-1400.4,1044.6,0.0068359
54065,487.39,-1325.4,1138.3,0.011779
54066,487.39,-1312.3,1153.4,0.012561
54067,487.39,-1299,1168.3,0.013322
54068,487.39,-1172,1295.7,0.019235
54069,487.39,-1157.1,1309,0.019822
54070,487.39,-1142,1322.2,0.020397
54071,487.39,-1048.6,1397.4,0.023458
54072,487.39,-1032.6,1409.3,0.023873
54073,487.39,-916.48,1487.4,0.025747
80037,487.39,1235.4,1235.4,0.026534
80038,24.883,244.66,244.66,0.0034005
80039,481.18,1227.4,1227.4,0.026115
80040,473.65,1214.3,1220.9,0.025723
80041,468.25,1212.1,1209.1,0.025188
80042,462.52,1201.3,1204.8,0.024913
80043,456.75,1195.4,1195.4,0.024464
80044,450.21,1190,1183.4,0.023912
80045,443.11,1178.9,1175.5,0.023495
80046,432.39,1164.7,1160.6,0.022773
80047,423.25,1149.7,1150.5,0.022253
80048,417.87,1146.2,1139.2,0.021768
80049,411.01,1134.3,1132,0.021399
80050,403.04,1122.1,1121.8,0.020909
80051,394.16,1111.8,1106.8,0.020253
80052,387.35,1103.3,1095.8,0.019773
80053,380.5,1090.5,1088.7,0.019421
80054,369.86,1074.1,1073.9,0.018767
80055,361.71,1059.1,1064.8,0.018341
80056,354.8,1051.6,1051.6,0.017823
80057,345.26,1035.5,1038.7,0.017288
80058,339.18,1025.9,1029.6,0.016929
80059,334.59,1026,1015.3,0.016446
80060,327.84,1010.6,1009.6,0.016192
80061,321.57,997.25,1003.2,0.015927
80062,314.79,988.88,989.95,0.015471
80063,307.53,978.08,977.34,0.015036
80064,298.93,963.67,963.67,0.014564
80065,292.06,956.03,948.58,0.014088
80066,284.49,941.48,937.75,0.013716
80067,275.6,925.95,923.02,0.013236
80068,267.8,912.9,909.16,0.0128
80069,261.41,901.91,897.77,0.012448
80070,254.01,886.59,886.83,0.012095
80071,247.94,875.78,875.78,0.011766
80072,240.81,864.7,860.85,0.011348
80073,235.04,853.58,850.64,0.011057
80074,230.06,845.96,839.63,0.010772
80075,225.61,830.92,837.84,0.01068
80076,220.86,827.13,823.49,0.010349
80077,213.91,811.86,811.86,0.010056
80078,206.86,797.85,798.08,0.0097354
80079,200.85,785.54,786.33,0.0094727
80080,194.08,770.95,773.39,0.0091913
80081,187.86,757.77,760.81,0.0089295
80082,183.44,745.14,754.84,0.0087939
80083,179.1,738.2,743.34,0.0085768
80084,171.86,721.87,728.36,0.0082863
80085,164.68,705.57,712.89,0.0079971
80086,157.75,689.64,697.5,0.0077187
80087,150.38,673.47,679.59,0.007412
80088,143.9,659,663.35,0.0071461
80089,138.77,646.94,650.57,0.0069429
80090,133.26,633.73,636.57,0.0067328
80091,127.76,620.75,621.83,0.0065248
80092,122.91,608.9,608.65,0.0063471
80093,117.38,595.27,593.16,0.006148
80094,112.71,579.56,583.64,0.0060221
80095,108.71,571.78,569.46,0.005857
80096,103.59,556.2,556.2,0.0056994
80097,98.055,540.81,539.6,0.0055136
80098,93.62,523.38,530.66,0.0054064
80099,90.913,519.99,517.66,0.0052785
80100,88.026,510.91,508.95,0.0051876
80101,84.478,501.03,496.52,0.0050649
80102,80.999,489.93,485.26,0.0049543
80103,78.145,481.93,474.5,0.0048545
80104,75.377,470.16,467.77,0.0047865
80105,71.648,457.81,454.56,0.0046682
80106,68.314,445.76,443.14,0.0045709
80107,64.789,433.55,429.85,0.0044659
80108,60.668,415.96,416.63,0.0043653
80109,56.93,403.17,400.44,0.0042552
80110,54.996,392.49,395.72,0.0042198
80111,52.25,383.54,382.26,0.0041366
80112,49.642,373.51,370.38,0.0040652
80113,46.951,354.6,365.91,0.0040229
80114,44.914,354.37,348.06,0.003939
80115,43.019,348.87,336.14,0.0038805
80116,41.05,336.4,330.24,0.0038409
80117,39.225,324.54,324.54,0.003801
80118,37.188,318.92,309.88,0.0037375
80119,35.665,301.61,311.63,0.0037167
80120,33.087,289.88,296.14,0.0036412
80121,30.276,278.6,276.2,0.003556
80122,27.663,261.49,262.61,0.0034835
80123,25.916,251.78,250.75,0.0034316
80124,109.78,-803.06,114.3,0.0064438
80125,110.4,194.91,-789.87,0.0058085
80126,264.42,-1125,-610.56,0.0059255
80127,283.3,1213.9,-533.56,0.0018262
80128,287.5,-116.97,1330.8,0.0023097
80129,289.3,-1044.2,840.26,0.0017524
80130,264.39,572.31,-1144.9,0.015143
80131,257.39,502.86,1158,0.01434
80132,263.17,98.202,-1273.2,0.0075462
80133,266.54,-1285.3,0.64215,0.015463
80134,117.28,25.047,839.57,0.0041161
80135,110.53,520.31,-626.1,0.0063718
80136,289.44,1304,311.16,0.004823
80137,109.97,-718.18,-378.71,0.0041193
80138,290.59,-517,-1239.8,0.0066947
80139,281.84,-792.96,-1058.4,0.0061568
80140,294.33,-600.34,1211.5,0.0076275
80141,292.51,1346,-70.118,0.0075576
80142,276.79,-1240,423.57,0.011617
80143,189.41,-989.66,428.36,0.0066637
80144,299.28,1171,698.84,0.0059107
80145,186.78,852.09,-648.17,0.0068119
80146,196.86,-245.52,-1072.3,0.00083311
80147,211.66,1087.9,346.95,0.00090266
80148,118.78,-713.23,454.27,0.0034033
80149,179.71,-1013.9,-270.96,0.0085685
80150,137.12,399.78,819.44,0.007811
80151,120.72,771.34,-363.82,0.0029993
80152,198.19,-799.48,-761.17,0.00079182
80153,368.16,-1500.6,-211.08,0.021674
80154,271.01,227.51,1276.1,0.010831
80155,122.43,766.94,387.32,0.0032854
80156,365.57,-81.371,-1507.7,0.0032776
80157,121.89,-128.24,-847.56,0.002279
80158,210.04,-313.2,1093.4,0.0011358
80159,272.29,-973.52,-860.62,0.0021303
80160,207.28,1102.8,-245.18,0.0012306
80161,362.53,722.53,1318.6,0.02236
80162,367.31,541.53,-1413.4,0.021308
80163,211.77,-749.59,861.85,0.0015477
80164,68.355,254.1,575.13,0.0049105
80165,291.47,-836.94,1053.4,0.0065049
80166,366.44,785.43,-1291.7,0.022641
80167,66.99,-379.24,-492.81,0.0019844
80168,367.57,-1509.5,118.28,0.022404
80169,366.83,-1379.1,-621.24,0.011367
80170,64.458,-227.35,564.75,0.0020777
80171,325.95,530.28,1321.9,0.018687
80172,48.911,515.32,80.666,0.0025494
80173,337.49,1103.1,-940.8,0.014049
80174,340.13,-1348.8,546.98,0.01227
80175,205.36,577.83,-964.44,0.011446
80176,234.71,-1145,-372.88,0.010086
80177,346.8,1379.5,-507.84,0.0040871
80178,205.36,427.16,-1040,0.011001
80179,166.03,-11.823,1007.2,0.0040395
80180,405.4,222.63,-1575.7,0.015149
80181,80.961,683.78,-87.76,0.0014971
80182,205.63,948.29,605.35,0.005584
80183,381.26,-276.24,1517.6,0.0059683
80184,372.68,178.4,1514.3,0.012486
80185,327.48,-328.17,-1389.5,0.0053912
80186,63.21,-535.83,274.97,0.0036892
80187,63.083,-61.222,-598.47,0.0030143
80188,372.23,-1195,-945.57,0.0040578
80189,62.857,523.45,-294.07,0.0034081
80190,179.1,166.05,-1034.4,0.007148
80191,58.961,-579.19,-17.958,0.0046349
80192,198.88,347.52,1049.8,0.010051
80193,110.77,-806.25,-119.26,0.0064638
80194,222.98,-1151.3,224.17,0.011445
80195,178.71,-1043.8,74.251,0.0098511
80196,383.03,1470.9,476.57,0.0074745
80197,61.345,15.955,592.15,0.0035794
80198,123.17,-628.73,-589.56,0.0015813
80199,200.98,-897.69,656.05,0.0023769
80200,378.85,1365.2,-707.29,0.0036398
80201,376.24,-849.58,-1275.1,0.014693
80202,374.71,-1042.3,-1118.6,0.01048
80203,383.27,1546.2,38.789,0.015672
80204,91.251,-535.46,503.77,0.0020404
80205,58.775,314.4,-485.54,0.0046199
80206,380.78,-1260.3,887.67,0.0026432
80207,178.71,-922.28,-494.42,0.004938
80208,383.86,1537.1,-182.14,0.014401
80209,212,1133.4,146.52,0.0018996
80210,264.69,736.05,1048.1,0.015008
80211,383.63,-1033.9,1151.2,0.011741
80212,313.69,298.58,-1364.5,0.014043
80213,383.31,-597.97,1426.5,0.014152
80214,384.55,-761.36,1349.3,0.015838
80215,58.792,-506.95,-278.76,0.0035349
80216,354.65,967.72,-1128.8,0.019885
80217,382.8,-90.688,1543,0.0031437
80218,284.35,-1166.3,636.01,0.0061266
80219,287.81,-308.88,1300.5,0.0034635
80220,196.4,1001.1,-452.84,0.0025572
80221,352.69,-1444.2,335.39,0.0187
80222,382.22,-629.92,-1410.2,0.014566
80223,151.49,-224.06,933.94,0.0011547
80224,280.66,1100,-729.09,0.0074224
80225,212.31,-513.26,-1022.1,0.0020546
80226,382.45,1521.2,269.86,0.012744
80227,271.59,758.63,-1052.8,0.015407
80228,317.86,1378.3,-278.62,0.0073825
80229,295.96,-116.14,-1350.9,0.0023267
80230,368.17,858.01,1249.1,0.022446
80231,138.85,306.38,-865.12,0.0074581
80232,368.26,-1431.6,-497.53,0.015819
80233,385.63,1360.1,746.53,0.0048145
80234,190.85,-517.19,951.07,0.0010131
80235,217.38,619.59,977.92,0.012132
80236,199.47,683.88,-871.2,0.01063
80237,178.55,-758.47,720.25,0.00085283
80238,297.32,-1323.5,-308.79,0.01524
80239,294.58,1247.9,521.97,0.0016583
80240,188.63,-41.61,-1075.3,0.0036778
80241,403.42,503.92,1505.3,0.022819
80242,81.904,659.87,214.03,0.0022904
80243,92.19,-225.79,-703.9,0.001553
80244,52.374,-377.04,389.69,0.0026082
80245,61.394,130,-578.19,0.0042716
80246,218.64,-1150.8,-154.68,0.011752
80247,206.02,-681.7,-896.37,0.0016503
80248,156.09,177.17,959.28,0.0067467
80249,107.12,237.43,764.69,0.0060191
80250,210.78,1138.4,-48.469,0.0019763
80251,398.58,1538,-351.6,0.012183
80252,308.84,-1377.6,149.4,0.017903
80253,241.52,224.67,-1201.2,0.0098521
80254,290.01,1335.4,132.32,0.006987
80255,131.1,859.47,233.35,0.0012425
80256,332.76,359.48,1393.8,0.016213
80257,215.72,96.9,1149.1,0.0066524
80258,403.07,-420.67,-1529.9,0.011237
80259,103,-232.36,748.99,0.0013989
80260,369.75,-1292.5,-797.42,0.0043667
80261,146.67,-910.85,249.46,0.0071812
80262,230.18,-960.03,-706.91,0.0021
80263,408.51,1264.8,-975.89,0.014883
80264,410.6,-1452.8,674.48,0.012134
80265,222.87,-59.784,1171.1,0.0034908
80266,160.52,937.11,-318.6,0.0014326
80267,110.91,367.54,-728.04,0.0066714
80268,151.98,516.54,-811.64,0.0085535
80269,329.55,23.255,1432.1,0.0063183
80270,115.4,658.69,-509.63,0.0051412
80271,385.54,385.61,-1502.6,0.019396
80272,333.17,152.48,-1432.2,0.010576
80273,148.89,-0.87477,-951.82,0.0040808
80274,288.5,443.48,-1262.7,0.015512
80275,114.9,-782.62,279.15,0.005514
80276,257.94,-286.3,-1231,0.0021321
80277,237.47,-670.51,1009,0.0034887
80278,126.47,849.76,-204.27,0.0010848
80279,81.866,-653.84,-231.3,0.0046528
80280,409.51,1179.4,-1080.5,0.019479
80281,311.67,1089.3,866.88,0.011573
80282,382.09,-1155.4,1024.6,0.0070278
80283,332.14,-684.69,-1264.6,0.01105
80284,385.13,-252.09,-1529.8,0.0053486
80285,145.74,684.21,-646.41,0.0069431
80286,48.395,511.95,-81.828,0.0025679
80287,179.18,-1042.8,-103.32,0.0097751
80288,410.6,-1505.2,547.61,0.017326
80289,313.35,-1276.2,-565.82,0.0099445
80290,320.26,-1128.5,-848.03,0.0019547
80291,64.766,-240.78,-560.9,0.002027
80292,382.29,-441.33,1480.3,0.010719
80293,85.09,544.97,-452.16,0.0046575
80294,88.313,-578.72,-432.39,0.0027636
80295,383.4,-900.39,1257.9,0.014784
80296,163.85,926.28,377.91,0.0021538
80297,247.57,1095.4,576.01,0.0038156
80298,115.84,35.391,-833.77,0.0042274
80299,149.31,563.4,768.9,0.0082643
80300,342.19,1187,-850.05,0.010481
80301,335.98,-530.61,1345.6,0.0098568
80302,387.66,344.47,1517,0.018398
80303,142.08,-862.02,-345.96,0.0058421
80304,367.79,-1514,-43.317,0.022722
80305,333.91,-1046,992.54,0.0058447
80306,130.17,-645.51,608.73,0.0014736
80307,169.14,-361.35,-950.69,0.00050765
80308,333.64,-808.03,1193.5,0.010847
80309,313.13,-1392.3,-94.504,0.018587
80310,84.421,-672.5,212,0.0048892
80311,244.2,1167.7,-382.95,0.0013775
80312,153.98,-968.6,-4.54,0.0086751
80313,323.19,-1258.7,653.23,0.0075484
80314,250.3,-570.14,-1106.3,0.0044019
80315,389.46,1456.4,-557.12,0.005286
80316,179.62,-703.85,-778.07,0.0006357
80317,263.09,-495.79,1176.5,0.0047753
80318,393.79,989.74,-1216.2,0.023132
80319,158.46,-820.8,-541.22,0.0032753
80320,232.8,1183.1,-195.6,0.0026681
80321,237.72,998.01,687.9,0.0070584
80322,395.89,-1539.6,319.18,0.022196
80323,250.7,76.865,1243.2,0.0068029
80324,243.2,-372.83,-1168.3,0.0026693
80325,402.33,1187.3,1050.3,0.018201
80326,227.42,-781.57,-890.53,0.0021431
80327,392.48,117.27,-1561,0.010696
80328,406.8,-1523.6,-468.88,0.019632
80329,131.68,746.61,489.31,0.0046175
80330,125.12,473.53,728.72,0.0072967
80331,344.59,-426.63,-1401.7,0.008406
80332,81.547,681.47,120.73,0.0016518
80333,236.84,-843.88,866.88,0.0019884
80334,220.47,-62.764,-1164.4,0.0034224
80335,267.01,329.39,1243.6,0.012739
80336,88.833,-137.95,711.44,0.0022983
80337,404.67,787.36,-1381.3,0.025453
80338,184.45,1046.9,188.28,0.00080218
80339,36.049,227.32,372.61,0.0038773
80340,52.009,461.16,281.12,0.0035025
80341,172.95,-177.43,1013.4,0.0015688
80342,223.97,1042.4,-543.57,0.0036866
80343,422.62,727.8,1453.3,0.026563
80344,291.01,-1312.9,288.63,0.015123
80345,151.91,823.49,-496.93,0.0044046
80346,388.85,997.83,1196.6,0.022518
80347,99.496,739.3,-214.99,0.001849
80348,384.73,1422.6,614.43,0.0032934
80349,60.587,-575.69,121.1,0.0044829
80350,43.418,160.7,459.79,0.0039923
80351,171.14,-368.72,954.5,0.00054472
80352,306.35,610.6,1237.6,0.018125
80353,127.96,-279.73,-833.65,0.00079695
80354,343.88,942.31,1120,0.019352
80355,234.5,-1082.6,526.02,0.0067583
80356,313.69,561.16,-1279.1,0.018218
80357,397.22,1329.8,-843.95,0.0087699
80358,327.14,1231.4,-721.05,0.0058335
80359,396.27,-1362.2,786.82,0.0061166
80360,427.68,-1609.6,-288.27,0.025144
80361,307.51,-1156.8,757.29,0.0032453
80362,251.37,-1026.3,708.87,0.0026627
80363,254.85,-176.59,1243.6,0.0014112
80364,312.13,743.6,1178.2,0.018651
80365,321.87,-1013.7,-987.54,0.0056173
80366,42.555,-324.14,-355.94,0.0027893
80367,153.13,-853.44,452.21,0.0046683
80368,83.669,235.56,-661.02,0.0053214
80369,427.31,129.83,1629.3,0.012029
80370,228.75,905.45,-769.72,0.0092671
80371,82.698,116.73,687.49,0.0045947
80372,175.3,504,905.2,0.0097682
80373,192.94,779.26,-760.3,0.0089695
80374,174.69,1026.2,-128.05,0.00062634
80375,426.32,-1238.8,-1063.2,0.0084876
80376,85.629,90.911,-704.69,0.004427
80377,41.845,-139.83,455.75,0.0028189
80378,92.448,-334.44,-660.49,0.00087678
80379,41.239,380.19,-280.85,0.0036056
80380,277.16,-891.48,-961.52,0.0043241
80381,427.72,631.47,-1508.4,0.026149
80382,313.96,14.255,-1397.3,0.005876
80383,425.97,-1464.3,-720.17,0.011065
80384,158.37,-812.64,552.89,0.0030743
80385,248.35,1239.1,35.034,0.0043045
80386,59.055,-555.3,-167.35,0.0042412
80387,348.08,-1419.1,-394.03,0.017122
80388,94.519,-423.7,-617.82,0.00085735
80389,425.92,-1631.7,-9.942,0.027011
80390,160.77,-626.84,767.07,0.00040598
80391,425.98,-1624.8,-152.01,0.026486
80392,430.16,-1067.8,-1244.7,0.01609
80393,94.665,355.2,660.29,0.0060155
80394,327.26,-915.39,-1095,0.0086632
80395,427.55,-1364.3,-900.93,0.0033803
80396,41.736,-89.726,-467.46,0.0029753
80397,433.24,-740.15,-1470.1,0.020088
80398,207.78,232.35,1107,0.0089425
80399,314.82,-1211.1,-700.96,0.0054048
80400,204.3,1017,472.26,0.0027042
80401,235.19,812.28,-890.71,0.011822
80402,426.65,892.2,1367.9,0.026889
80403,425.18,-1622.4,160.28,0.026368
80404,339.83,1310.1,632.77,0.0025942
80405,423.75,-48.751,-1626.8,0.0045523
80406,82.485,-695.46,35.399,0.0055038
80407,99.197,655.91,400.84,0.0039004
80408,145.32,301.2,890.27,0.0076472
80409,199.61,50.856,-1106.8,0.0055191
80410,133.34,-90.879,893.93,0.0027572
80411,88.762,-626.99,362.78,0.0036259
80412,213.87,516.97,1025,0.011872
80413,229.13,-1110.2,426.68,0.0087433
80414,89.137,644.37,-334.5,0.003308
80415,264.36,-1273,-132.17,0.014887
80416,90.359,-93.385,-725.35,0.0026844
80417,359.25,670.74,-1337.9,0.021965
80418,157.44,-184.06,-962.43,0.0015468
80419,142.32,-910.11,-189.82,0.0074679
80420,400.35,895.06,-1303.6,0.024778
80421,292.28,1273.5,-439.64,0.0026137
80422,191.8,291.79,-1045.4,0.0092006
80423,203.94,701.22,873.68,0.01079
80424,41.059,148.94,-447.32,0.0039092
80425,243.52,-1221.5,117.42,0.013555
80426,62.398,-447.32,-396.83,0.0026358
80427,70.754,608.7,-200.07,0.0024899
80428,220.36,-1165,43.454,0.012327
